Source,Target,Type,Weight
Paper_26,The paper claims the work is unprecedented in suggesting and verifying patent analysis methods for UAM patents,HAS_RESULTS,1.0
Paper_26,Methodology provides a framework for identifying effective technology development partners,HAS_RESULTS,1.0
Paper_27,Knowledge-intensive technologies significantly contribute to technological development,HAS_BACKGROUND,1.0
Paper_27,Need for technological forecasting through social network analysis in patent databases,HAS_BACKGROUND,1.0
Paper_27,Explore technological routes (TR) of high analytics information (HAI) technologies,HAS_PURPOSE,1.0
Paper_27,Support decision makers in finding core technologies for innovation strategies,HAS_PURPOSE,1.0
Paper_27,Help researchers identify emerging HAI technologies across different industries,HAS_PURPOSE,1.0
Paper_27,Social Network Analysis (SNA) methodology,HAS_METHODOLOGY,1.0
Paper_27,Patent database from 2001 to 2020,HAS_METHODOLOGY,1.0
Paper_27,Search path link count (SPLC) algorithm,HAS_METHODOLOGY,1.0
Paper_27,Identified five different technological routes (TR) in various business sectors,HAS_RESULTS,1.0
Paper_27,"Provides support for strategic R&D decisions, investment prioritization, and partnership identification",HAS_RESULTS,1.0
Paper_28,Examining technological influence dynamics in Africa within Industry 5.0 context,HAS_BACKGROUND,1.0
Paper_28,Comparison of China's influence versus traditional powers like EU and US in African technology landscape,HAS_BACKGROUND,1.0
Paper_28,Analyze China's rising technological influence in Africa compared to EU and US,HAS_PURPOSE,1.0
Paper_28,Provide nuanced understanding of power dynamics in African value chains,HAS_PURPOSE,1.0
Paper_28,Offer new context for relations between developed and developing countries,HAS_PURPOSE,1.0
Paper_28,Social Network Analysis (SNA) methodology,HAS_METHODOLOGY,1.0
Paper_28,Data from WIPO Centre for Intellectual Property Statistics (2001-2021),HAS_METHODOLOGY,1.0
Paper_28,China shows significant and growing presence in technological diffusion throughout Africa,HAS_RESULTS,1.0
Paper_28,China potentially surpassing regional historical players,HAS_RESULTS,1.0
Paper_28,Findings have implications for policy formulation and management strategies regarding technology standards and patents,HAS_RESULTS,1.0
Paper_29,Understanding knowledge flow within technology domains is crucial for strategic patent portfolio management.,HAS_BACKGROUND,1.0
Paper_29,Existing methods lack predictive capabilities for future knowledge flows through patent citations.,HAS_BACKGROUND,1.0
Paper_29,There is a need to identify which patents or technologies are likely to gain future importance through citations.,HAS_BACKGROUND,1.0
Paper_29,To predict future knowledge flow by predicting co-citations of patents using link prediction algorithms.,HAS_PURPOSE,1.0
Paper_29,To identify which phase of the technology life cycle contributes most to prediction precision.,HAS_PURPOSE,1.0
Paper_29,To demonstrate that predicted knowledge flow occurs shortly after algorithm application.,HAS_PURPOSE,1.0
Paper_29,"Dynamic analysis of patent citation network to identify technology life cycle phases (growth, maturation).",HAS_METHODOLOGY,1.0
Paper_29,Patent co-citation network mapping constructed from the patent citation network.,HAS_METHODOLOGY,1.0
Paper_29,"Application of link prediction algorithms, specifically the preferential attachment algorithm, to the patent co-citation network.",HAS_METHODOLOGY,1.0
Paper_29,Future knowledge flow can be predicted using the preferential attachment link prediction algorithm on patent co-citation networks.,HAS_RESULTS,1.0
Paper_29,Co-citations occurring between the end of the growth phase and start of the maturation phase contribute most to prediction precision.,HAS_RESULTS,1.0
Paper_29,"Predicted knowledge flow occurs in a short time period following algorithm application, and knowledge in younger patents has a greater chance of being cited again.",HAS_RESULTS,1.0
Paper_30,"Quantum technologies are bringing transformative societal changes, with the quantum ecosystem recognized as a critical force",HAS_BACKGROUND,1.0
Paper_30,"Current articles barely illustrate the interconnected relations, essential elements, and long-term attributes of developing quantum technologies",HAS_BACKGROUND,1.0
Paper_30,Research gaps exist in understanding the quantum ecosystem's structure and development patterns,HAS_BACKGROUND,1.0
Paper_30,Apply innovation ecosystem and social-technical system theories to bridge research gaps in quantum ecosystem analysis,HAS_PURPOSE,1.0
Paper_30,Illustrate the long-term attributes and backgrounds of quantum technology development using the multi-level perspective framework,HAS_PURPOSE,1.0
Paper_30,Identify a path toward becoming a focal actor in the quantum ecosystem,HAS_PURPOSE,1.0
Paper_30,Social Network Analysis (SNA) methodology,HAS_METHODOLOGY,1.0
Paper_30,"Analysis of focal actors, main technological clusters, and technological trajectory",HAS_METHODOLOGY,1.0
Paper_30,Quantum computation identified as an eye-catching subfield due to high and intensive knowledge engagements,HAS_RESULTS,1.0
Paper_30,Analytical findings correspond well with relevant industry reports,HAS_RESULTS,1.0
Paper_30,Provides two main contributions: long-term attribute illustration through multi-level perspective framework and path identification toward focal actor status,HAS_RESULTS,1.0
Paper_31,Explores multiplicative interaction between clustering and reach in university-industry collaboration networks,HAS_BACKGROUND,1.0
Paper_31,Research focused on emerging interdisciplinary field at corporate level,HAS_BACKGROUND,1.0
Paper_31,Investigate the effect of clustering and reach on members' knowledge production and patent value,HAS_PURPOSE,1.0
Paper_31,Provide new evidence for university-industry patent innovation collaboration in nano-biopharmaceutical field,HAS_PURPOSE,1.0
Paper_31,Network analysis of university-industry collaboration networks in nano-biopharmaceuticals,HAS_METHODOLOGY,1.0
Paper_31,Analysis of small-world properties and largest component impact on patent value,HAS_METHODOLOGY,1.0
Paper_31,Used weighted patent value instead of simple patent counts to measure innovation performance,HAS_METHODOLOGY,1.0
Paper_31,Small-world structures have a parabolic influence on patent innovation performance at corporate level,HAS_RESULTS,1.0
Paper_31,Findings can contribute to policy formulation and entrepreneurial decisions for university-industry collaboration,HAS_RESULTS,1.0
Paper_32,Classical information analysis tools only manage analysis of studied domains in a global way without supporting partitioning of reasoning into viewpoints,HAS_BACKGROUND,1.0
Paper_32,"In complex information analysis domains like patent analysis, analysts need to partition reasoning into different viewpoints due to topic complexity and accuracy requirements",HAS_BACKGROUND,1.0
Paper_32,Existing tools lack support for viewpoint-oriented analysis and cooperative deduction between different analyses on the same data,HAS_BACKGROUND,1.0
Paper_32,Demonstrate the efficiency of viewpoint-oriented analysis compared to global analysis in patent analysis domain,HAS_PURPOSE,1.0
Paper_32,Introduce MultiSOM tool as a neural-based information analysis tool supporting viewpoints and dynamics,HAS_PURPOSE,1.0
Paper_32,Enable cooperative deduction between different analyses through multi-maps displays and inter-map communication,HAS_PURPOSE,1.0
Paper_32,MultiSOM tool - a significant extension of classical Kohonen SOM neural model,HAS_METHODOLOGY,1.0
Paper_32,Patent database of 1000 patents related to oil engineering used as experimental context,HAS_METHODOLOGY,1.0
Paper_32,"Four specific viewpoints generated: uses, advantages, patentees, and titles subfields, plus a fifth global viewpoint combining all",HAS_METHODOLOGY,1.0
Paper_32,"Unsupervised MultiSOM algorithm used for classification, generating different maps for each viewpoint",HAS_METHODOLOGY,1.0
Paper_32,Full text analysis used to automatically extract indexing vocabulary from patent textual contents,HAS_METHODOLOGY,1.0
Paper_32,Evaluation conducted using both objective and subjective quality criteria,HAS_RESULTS,1.0
Paper_32,Paper demonstrates efficiency of viewpoint-oriented analysis compared to global analysis,HAS_RESULTS,1.0
Paper_33,"Limited research on patent cooperative patterns and evolution trends in Chinese construction enterprises, particularly from a patent development network perspective",HAS_BACKGROUND,1.0
Paper_33,Rapid development of Chinese construction industry without corresponding exploration of collaboration networks,HAS_BACKGROUND,1.0
Paper_33,Extract implicit collaborative information and analyze patent cooperative patterns using Social Network Analysis,HAS_PURPOSE,1.0
Paper_33,Visualize patent collaboration networks and reveal cooperative patterns in Chinese construction enterprises,HAS_PURPOSE,1.0
Paper_33,Provide useful suggestions for patent cooperation strategies,HAS_PURPOSE,1.0
Paper_33,Social Network Analysis (SNA) method for patentometric analysis,HAS_METHODOLOGY,1.0
Paper_33,Patent data from 'Top 500 Chinese Construction Enterprises' sourced from PatSnap database,HAS_METHODOLOGY,1.0
Paper_33,Analysis of enterprise-enterprise networks and enterprise-university networks,HAS_METHODOLOGY,1.0
Paper_33,Rising trend in number of patents and patentees in Chinese construction industry,HAS_RESULTS,1.0
Paper_33,State-owned enterprises play dominant role in patent development,HAS_RESULTS,1.0
Paper_33,Most patents classified as International Patent Classification E04G21,HAS_RESULTS,1.0
Paper_33,Cooperative relationships mainly within enterprises and their subsidiaries,HAS_RESULTS,1.0
Paper_33,Geographical factors important consideration when cooperating with universities,HAS_RESULTS,1.0
Paper_34,Patent documents are a valuable source of technical and commercial knowledge for R&D management and technoeconomic analysis.,HAS_BACKGROUND,1.0
Paper_34,Citation analysis has been the most frequently adopted tool for patent analysis.,HAS_BACKGROUND,1.0
Paper_34,"Citation analysis is subject to some crucial drawbacks, creating a need for alternative methods.",HAS_BACKGROUND,1.0
Paper_34,Propose a network-based analysis as an alternative method to citation analysis for patent analysis.,HAS_PURPOSE,1.0
Paper_34,Understand how knowledge diffuses between institutions and countries.,HAS_PURPOSE,1.0
Paper_34,"Describe knowledge diffusion networks by identifying key players, spillover patterns, and efficiency.",HAS_PURPOSE,1.0
Paper_34,"Network-based analysis approach using critical node analysis, core network analysis, and network measures analysis.",HAS_METHODOLOGY,1.0
Paper_34,Application to the field of liquid crystal display (LCD) using patent citation networks of assignees and countries.,HAS_METHODOLOGY,1.0
Paper_34,Development of patent network using an illustrative dataset.,HAS_METHODOLOGY,1.0
Paper_34,Japan is identified as the most important citation center in LCD research.,HAS_RESULTS,1.0
Paper_34,"Key central points of knowledge flow are LG Phillips LCD, Sharp, Samsung, Hitachi, IBM, and AUO.",HAS_RESULTS,1.0
Paper_35,Patent analysis is recognized as a powerful technique for large companies to gain competitive insights across industries,HAS_BACKGROUND,1.0
Paper_35,This technique serves as a shortcut for developing countries to accelerate technology development,HAS_BACKGROUND,1.0
Paper_35,Patent analysis is used to monitor rival companies and diverse industries,HAS_BACKGROUND,1.0
Paper_35,"To create, analyze and find similarities in patent data registered in the Iranian Official Gazette using graph representation learning",HAS_PURPOSE,1.0
Paper_35,To identify new areas of industry and research from Iranian patent data,HAS_PURPOSE,1.0
Paper_35,Graph representation learning approach for patent analysis,HAS_METHODOLOGY,1.0
Paper_35,Data scraping and wrangling from the Iranian Official Gazette portal,HAS_METHODOLOGY,1.0
Paper_35,Novel natural language processing and entity resolution techniques for graph creation,HAS_METHODOLOGY,1.0
Paper_35,Graph algorithms and text mining methods for analysis,HAS_METHODOLOGY,1.0
Paper_35,Identified new areas of industry and research from Iranian patent data,HAS_RESULTS,1.0
Paper_35,Application potential for preventing duplicate patents and understanding similar inventions,HAS_RESULTS,1.0
Paper_35,Capability to track legal entities supporting patents and connected stakeholders in research fields,HAS_RESULTS,1.0
Paper_36,"Existing research suggests knowledge flows are geographically localized, often interpreted as evidence of knowledge spillovers or externalities.",HAS_BACKGROUND,1.0
Paper_36,There is a gap in understanding the role of inventor mobility and co-invention networks in explaining the observed localization of knowledge diffusion.,HAS_BACKGROUND,1.0
Paper_36,To assess the contribution of mobile inventors and their co-invention networks to the diffusion of knowledge across firms and geographical areas (cities/states).,HAS_PURPOSE,1.0
Paper_36,To re-evaluate the common interpretation of localized knowledge flows as pure externalities by accounting for inventor mobility.,HAS_PURPOSE,1.0
Paper_36,To determine the extent to which spatial proximity affects knowledge flows after controlling for inventor mobility and networks.,HAS_PURPOSE,1.0
Paper_36,"Uses an original dataset of US inventors' patent applications at the European Patent Office in drugs, biotechnology, and organic chemistry.",HAS_METHODOLOGY,1.0
Paper_36,Combines the methodology of Jaffe et al. (1993) for measuring localization of knowledge flows (via patent citations) with tools from social network analysis.,HAS_METHODOLOGY,1.0
Paper_36,Controls for inventor mobility and the resulting co-invention network to isolate the residual effect of spatial proximity.,HAS_METHODOLOGY,1.0
Paper_36,"After controlling for inventor mobility and co-invention networks, the residual effect of spatial proximity on knowledge diffusion is greatly reduced.",HAS_RESULTS,1.0
Paper_36,"The primary reason geography constrains knowledge diffusion is that mobile researchers tend not to relocate far, leading to localized co-invention networks.",HAS_RESULTS,1.0
Paper_36,"This finding challenges common interpretations of localized knowledge flows as externalities, suggesting they are significantly driven by the localization of inventor networks themselves.",HAS_RESULTS,1.0
Paper_37,Rapid changes in the mobile ecosystem due to smartphone emergence,HAS_BACKGROUND,1.0
Paper_37,Global mobile firms engage in technological competition to secure strong market positions through mobile platforms,HAS_BACKGROUND,1.0
Paper_37,Need to understand technological knowledge flows in mobile ecosystems using patent data,HAS_BACKGROUND,1.0
Paper_37,Analyze the network structure of technological knowledge flows in mobile ecosystems,HAS_PURPOSE,1.0
Paper_37,Identify key players and their roles in knowledge exchange using US patent citation information,HAS_PURPOSE,1.0
Paper_37,Categorize mobile firms based on their network centrality patterns,HAS_PURPOSE,1.0
Paper_37,Analysis of US patent citation information,HAS_METHODOLOGY,1.0
Paper_37,Network analysis approach to study knowledge flows,HAS_METHODOLOGY,1.0
Paper_37,Categorization based on patterns of network centrality,HAS_METHODOLOGY,1.0
Paper_37,Platform providers and application/software providers are central to knowledge exchange and act as key knowledge mediators,HAS_RESULTS,1.0
Paper_37,"Five firm categories identified: knowledge keystone players, knowledge-distributing mediators, knowledge-absorbing mediators, catch-up players, and pure knowledge receivers",HAS_RESULTS,1.0
Paper_37,"Knowledge flows converge towards few leading firms; catch-up players broker within groups, keystone players broker across groups",HAS_RESULTS,1.0
Paper_38,"Investigate the relational dynamics for innovation, specifically the impact of openness of innovation processes on organizational innovation capacity.",HAS_PURPOSE,1.0
Paper_38,Analyze how characteristics of organizational openness influence patent productivity in restricted geographical contexts.,HAS_PURPOSE,1.0
Paper_38,Negative binomial regression analysis of data from 2004-2010 to predict patent productivity in 2011-2016.,HAS_METHODOLOGY,1.0
Paper_38,Created an original database containing all patent information in Florence from 2004-2016.,HAS_METHODOLOGY,1.0
Paper_38,Applied social network analysis to identify local innovation networks.,HAS_METHODOLOGY,1.0
Paper_38,Breadth of open innovation process (number of external network ties) has a positive effect on patent productivity.,HAS_RESULTS,1.0
Paper_38,"Depth of openness (intensity of external ties) has an equally positive influence, but patent productivity decreases after a tipping point.",HAS_RESULTS,1.0
Paper_38,"Study focuses solely on patent collaborations in Florence, limiting generalization to codified innovations and single territorial case.",HAS_RESULTS,1.0
Paper_39,Analysis of technological cooperation structure in Ulsan through patent networks,HAS_BACKGROUND,1.0
Paper_39,Limited understanding of collaboration trends among patent applicants in the Ulsan region,HAS_BACKGROUND,1.0
Paper_39,Need to examine Industry-University-Research collaboration patterns over time,HAS_BACKGROUND,1.0
Paper_39,Explore the technological cooperation structure of Ulsan,HAS_PURPOSE,1.0
Paper_39,Analyze co-occurrence patterns of patent applicants to examine collaboration trends,HAS_PURPOSE,1.0
Paper_39,Identify major applicants and key technologies in Ulsan,HAS_PURPOSE,1.0
Paper_39,Analysis of patent applicants filed in Ulsan from 2012 to 2021,HAS_METHODOLOGY,1.0
Paper_39,Patent network analysis using patent citation data to analyze knowledge flow among technological fields,HAS_METHODOLOGY,1.0
Paper_39,Investigation of co-occurrence patterns of patent applicants over time,HAS_METHODOLOGY,1.0
Paper_39,"Patent applications have been rapidly expanding to universities and individuals, increasing regional industry/technology diversity",HAS_RESULTS,1.0
Paper_39,Industry-University-Research collaborative activities have not yet been extensively expanded,HAS_RESULTS,1.0
Paper_39,"Tendency to collaborate with applicants outside the region rather than within the region, though small-scale cooperation is recently rising",HAS_RESULTS,1.0
Paper_39,"Local universities are central to knowledge production, distribution, and cooperative activities",HAS_RESULTS,1.0
Paper_40,Biorefineries face challenges in achieving sustainable implementation models,HAS_BACKGROUND,1.0
Paper_40,Technical efficiency and economic feasibility are major obstacles for biorefineries,HAS_BACKGROUND,1.0
Paper_40,Current research needs to address the gap between biorefining technology and sustainability goals,HAS_BACKGROUND,1.0
Paper_40,Determine current trends in basic research and technological development around biorefining and sustainability,HAS_PURPOSE,1.0
Paper_40,Provide a general overview of the current state of biorefining knowledge through comprehensive analysis,HAS_PURPOSE,1.0
Paper_40,Identify progress and existing challenges in the biorefining field,HAS_PURPOSE,1.0
Paper_40,Co-occurrence analysis of terms associated with biorefining and sustainability,HAS_METHODOLOGY,1.0
Paper_40,Patent analysis using data from Scopus and Lens databases,HAS_METHODOLOGY,1.0
Paper_40,"Analysis of technological sectors, applicants, and territories where biorefining inventions are registered",HAS_METHODOLOGY,1.0
Paper_40,"Bioeconomy, techno-economic aspects, circular economy, biomass production, and biofuels are focal points of basic research",HAS_RESULTS,1.0
Paper_40,"Technology development is focused on fermentation, enzymes, and microorganisms",HAS_RESULTS,1.0
Paper_40,Developed economies drive this knowledge area with PCT system crucial for invention protection and commercialization,HAS_RESULTS,1.0
Paper_41,Technological innovation typically occurs incrementally and cumulatively along certain trajectories,HAS_BACKGROUND,1.0
Paper_41,Existing literature focuses on the evolution of technologies and their underlying knowledge bases,HAS_BACKGROUND,1.0
Paper_41,Limited understanding of how use environments influence technology knowledge evolution,HAS_BACKGROUND,1.0
Paper_41,Extend literature by examining both design hierarchy and emergence of use environments on knowledge evolution,HAS_PURPOSE,1.0
Paper_41,Understand factors influencing lithium-ion battery technology knowledge trajectory from 1970-2018,HAS_PURPOSE,1.0
Paper_41,"Identify mechanisms affecting knowledge generation and innovation in complex, multi-purpose technologies",HAS_PURPOSE,1.0
Paper_41,Analysis of lithium-ion battery (LIB) technology case study,HAS_METHODOLOGY,1.0
Paper_41,"Dataset of 101,620 patent families",HAS_METHODOLOGY,1.0
Paper_41,Identification and analysis of LIB industry's core knowledge trajectory,HAS_METHODOLOGY,1.0
Paper_41,Emergence of new use environments requiring different service characteristics drives increased knowledge generation,HAS_RESULTS,1.0
Paper_41,"New use environments lead to increased product innovation, technological uncertainty, and participation of new actors",HAS_RESULTS,1.0
Paper_41,Findings provide implications for understanding firm and national knowledge positions in multi-purpose technologies,HAS_RESULTS,1.0
Paper_42,Management of patent ductus arteriosus (PDA) in preterm infants is one of the most controversial topics in neonatal medicine,HAS_BACKGROUND,1.0
Paper_42,Availability of different pharmacotherapeutic options poses a practical challenge for neonatologists in choosing therapeutic options,HAS_BACKGROUND,1.0
Paper_42,Determine the relative merits of available pharmacotherapeutic options for PDA management,HAS_PURPOSE,1.0
Paper_42,Reduce uncertainty about the safety and effectiveness of interventions for PDA treatment,HAS_PURPOSE,1.0
Paper_42,"Systematic review of randomized controlled trials evaluating intravenous or oral indomethacin, ibuprofen and acetaminophen for PDA treatment in preterm infants",HAS_METHODOLOGY,1.0
Paper_42,"Search databases: Medline, Embase, Cochrane Central Register of Controlled Trials (CENTRAL) and grey literature",HAS_METHODOLOGY,1.0
Paper_42,Bayesian network meta-analysis to combine direct and indirect treatment effect estimates,HAS_METHODOLOGY,1.0
Paper_42,Primary outcome: failure of closure of the PDA,HAS_RESULTS,1.0
Paper_42,"Secondary outcomes include neonatal mortality, need for surgical closure, duration of ventilator support, and various complications",HAS_RESULTS,1.0
Paper_42,Results will be disseminated through peer-reviewed publications and conference presentations,HAS_RESULTS,1.0
Paper_43,"5G networks have special communication and security requirements including high reliability, low latency, secure covert transmission, and evidence traceability.",HAS_BACKGROUND,1.0
Paper_43,The combination of 5G with blockchain technology is driving a rapidly growing volume of patent applications.,HAS_BACKGROUND,1.0
Paper_43,There is a need to analyze the intersection of technical application fields and technological development bottlenecks in blockchain-based 5G networks.,HAS_BACKGROUND,1.0
Paper_43,"Propose application scenarios, architecture diagrams, and patent analysis methods for blockchain-based 5G network technologies.",HAS_PURPOSE,1.0
Paper_43,Analyze the technological development bottlenecks for leading countries and enterprises in blockchain-based 5G networks.,HAS_PURPOSE,1.0
Paper_43,Extract core international patent classification (IPC) key technologies and their interrelationships to reveal research hotspots.,HAS_PURPOSE,1.0
Paper_43,Propose a network architecture using mobile edge computing (MEC) and blockchain as independent platform components.,HAS_METHODOLOGY,1.0
Paper_43,Use patent cluster map analysis for blockchain-based 5G networks.,HAS_METHODOLOGY,1.0
Paper_43,Apply network topology analysis to establish IPC network topology diagram through node global and local topology characteristics.,HAS_METHODOLOGY,1.0
Paper_43,Reveal hotspots of IPC technology research and characteristics of the technology relationship system.,HAS_RESULTS,1.0
Paper_43,Provide useful reference for government strategy formulation for blockchain-based 5G network implementation.,HAS_RESULTS,1.0
Paper_43,Highlight relative advantages and disadvantages of leading countries and enterprises in technological development.,HAS_RESULTS,1.0
Paper_44,Blockchain technology has gained significant attention and been widely adopted across various fields in recent years,HAS_BACKGROUND,1.0
Paper_44,There is a lack of research on identifying blockchain technology innovation paths from a patent perspective,HAS_BACKGROUND,1.0
Paper_44,To illuminate the overall picture of blockchain development from a technology perspective using patent analysis,HAS_PURPOSE,1.0
Paper_44,"To identify important patents, structural backbone and development trajectories in blockchain technology",HAS_PURPOSE,1.0
Paper_44,Main path analysis as an objective and quantitative network-based method,HAS_METHODOLOGY,1.0
Paper_44,"Analysis of 14,560 patents downloaded from Derwent Innovations Index",HAS_METHODOLOGY,1.0
Paper_44,Provides a reference for scientific communities to understand the current state of blockchain technology,HAS_RESULTS,1.0
Paper_44,Illuminates future research directions for blockchain development,HAS_RESULTS,1.0
Paper_45,Formulation of technology policies focusing on universities is well-discussed but lacks analytical research,HAS_BACKGROUND,1.0
Paper_45,Characteristics and sources of R&D funding play critical roles in commercializing academic research,HAS_BACKGROUND,1.0
Paper_45,Limited research on differences between private vs governmental R&D funding sources,HAS_BACKGROUND,1.0
Paper_45,Investigate differences in R&D outcomes based on funding sources (private vs governmental),HAS_PURPOSE,1.0
Paper_45,Formulate research policy based on empirical results,HAS_PURPOSE,1.0
Paper_45,Qualitative analysis using two-mode networks linking patent and industry codes,HAS_METHODOLOGY,1.0
Paper_45,Quantitative analysis using ANOVA with centrality indices from network graphs,HAS_METHODOLOGY,1.0
Paper_45,Found idiosyncratic patterns in technology (patent)-industry networks,HAS_RESULTS,1.0
Paper_45,Observed only marginal differences between private and government-funded groups,HAS_RESULTS,1.0
Paper_45,ANOVA showed significant difference in closeness centrality between the two groups,HAS_RESULTS,1.0
Paper_45,Proposed policy directions emphasizing interdisciplinary research and strengthening technology accessibility to industry,HAS_RESULTS,1.0
Paper_46,Investigates the relationship between national technological development and inter-regional hierarchy in knowledge flow,HAS_BACKGROUND,1.0
Paper_46,Presents two competing scenarios: globalization weakening regional hierarchy vs. persistence of traditional anchor regions,HAS_BACKGROUND,1.0
Paper_46,Focuses on understanding technology diffusion patterns in China's innovation system,HAS_BACKGROUND,1.0
Paper_46,To determine which scenario better describes reality: weakening or persistence of inter-regional hierarchy in knowledge flow,HAS_PURPOSE,1.0
Paper_46,Examine how technological development affects the hierarchical structure of regional innovation systems,HAS_PURPOSE,1.0
Paper_46,Test competing theories using empirical evidence from Chinese patent data,HAS_PURPOSE,1.0
Paper_46,Uses social network metrics to analyze inter-regional technology diffusion networks,HAS_METHODOLOGY,1.0
Paper_46,Analyzes Chinese patent licensing data covering the period 1998-2013,HAS_METHODOLOGY,1.0
Paper_46,Identifies anchor regions based on their roles as importers and distributors of new knowledge,HAS_METHODOLOGY,1.0
Paper_46,Findings support the persistence of inter-regional hierarchy scenario,HAS_RESULTS,1.0
Paper_46,Traditional anchor regions maintain influence even as new cities enter the network,HAS_RESULTS,1.0
Paper_46,"Identifies five anchor regions: Beijing, Shanghai, Shenzhen, plus Dongguan and Suzhou",HAS_RESULTS,1.0
Paper_47,"Patent citation network analysis is a method for identifying technology knowledge flow between countries, institutions, or corporations",HAS_BACKGROUND,1.0
Paper_47,It involves statistical study of citations and analysis of network parameters similar to social network analysis,HAS_BACKGROUND,1.0
Paper_47,To form a patent citation network from raw patent data,HAS_PURPOSE,1.0
Paper_47,To study the growth and advancement of 'Information and Communication Technology' patents in India,HAS_PURPOSE,1.0
Paper_47,To focus on patents filed in the Indian Patent Office by Indian assignees,HAS_PURPOSE,1.0
Paper_47,Patent citation network formation from raw patent data,HAS_METHODOLOGY,1.0
Paper_47,Analysis of patents filed in the Indian Patent Office by Indian assignees,HAS_METHODOLOGY,1.0
Paper_47,Study of Information and Communication Technology patents specifically,HAS_METHODOLOGY,1.0
Paper_48,Technology transfer involves transferring patents between entities for IP-R&D and portfolio strategy development,HAS_BACKGROUND,1.0
Paper_48,Companies seeking to build patent portfolios need to identify similar technologies for protection,HAS_BACKGROUND,1.0
Paper_48,Traditional qualitative methods for this process are time-consuming and expensive,HAS_BACKGROUND,1.0
Paper_48,Propose a data mining method to discover similar patents automatically,HAS_PURPOSE,1.0
Paper_48,Visualize patent portfolio strategy using information from similar patents,HAS_PURPOSE,1.0
Paper_48,Collected Google's patents for case study analysis,HAS_METHODOLOGY,1.0
Paper_48,Used distributed representation of documents to project patents onto semantic space,HAS_METHODOLOGY,1.0
Paper_48,Utilized distance information of projected patents to draw network visualizations,HAS_METHODOLOGY,1.0
Paper_48,Successfully visualized Google's patent portfolio strategy through the proposed method,HAS_RESULTS,1.0
Paper_49,Assessing patent risks has gained significant attention in technological innovation studies,HAS_BACKGROUND,1.0
Paper_49,"Existing literature defines patent risks as lack of patent distribution understanding leading to lost key patents, increased R&D costs, and infringement litigation",HAS_BACKGROUND,1.0
Paper_49,There is a gap in methodologies for identifying patent risks across the overall technological field,HAS_BACKGROUND,1.0
Paper_49,Propose an explorative approach to investigate patent risks by integrating social network analysis and patent analysis,HAS_PURPOSE,1.0
Paper_49,Identify patent risks in the overall technological field using a patent-based multi-level network model,HAS_PURPOSE,1.0
Paper_49,Provide practical guidance for stakeholders to prevent patent risks and find new technology opportunities,HAS_PURPOSE,1.0
Paper_49,"Patent-based multi-level network model integrating market, technology, and assignee perspectives",HAS_METHODOLOGY,1.0
Paper_49,Artificial Intelligence (AI) used as example technology field for verification,HAS_METHODOLOGY,1.0
Paper_49,Data collected from Derwent Innovation Index (DII) database,HAS_METHODOLOGY,1.0
Paper_49,Lack of international collaborations and industry-university-research collaboration leads to patent collaboration risks,HAS_RESULTS,1.0
Paper_49,"Lack of overseas patent applications, especially in main competitive markets, is key factor for patent market risks",HAS_RESULTS,1.0
Paper_49,"Leading assignees lack awareness in industrial electric equipment, engineering instrumentation, and automotive electrics technological fields",HAS_RESULTS,1.0
Paper_50,Social network analysis is attracting increasing attention in economic geography for investigating inter-organizational interaction and knowledge flows,HAS_BACKGROUND,1.0
Paper_50,The potential of network methodology application to regional issues remains largely unexplored and underutilized,HAS_BACKGROUND,1.0
Paper_50,There is a gap between the theoretical promise of network analysis and its practical application in geographical research,HAS_BACKGROUND,1.0
Paper_50,To illuminate the untapped potential of social network analysis techniques in economic geography,HAS_PURPOSE,1.0
Paper_50,To identify theoretical challenges concerning static and dynamic analysis of networks in geography,HAS_PURPOSE,1.0
Paper_50,"To demonstrate how network analysis can enrich literature on clusters, regional innovation systems and knowledge spillovers using different data types",HAS_PURPOSE,1.0
Paper_50,Social Network Analysis,HAS_METHODOLOGY,1.0
Paper_50,Use of primary data from surveys and secondary data from patents,HAS_METHODOLOGY,1.0
Paper_50,"Comparative analysis of research questions feasible with different data types, particularly for dynamic network analysis",HAS_METHODOLOGY,1.0
Paper_51,Patent analysis traditionally relied on qualitative approaches like Delphi surveys,HAS_BACKGROUND,1.0
Paper_51,Recent methods have introduced statistical and machine learning techniques for patent analysis,HAS_BACKGROUND,1.0
Paper_51,There is a need for improved quantitative methods for technology analysis using patent data,HAS_BACKGROUND,1.0
Paper_51,Propose a statistical method for quantitative patent analysis,HAS_PURPOSE,1.0
Paper_51,Apply the method specifically to drone technology to understand its technological structure,HAS_PURPOSE,1.0
Paper_51,Construct technology scenarios for drones using patent data analysis,HAS_PURPOSE,1.0
Paper_51,Used text mining techniques to transform patent documents into structured data,HAS_METHODOLOGY,1.0
Paper_51,Visualized patent keywords to identify technological structure of drones,HAS_METHODOLOGY,1.0
Paper_51,Applied Bayesian additive regression trees to analyze patent data and construct technology scenarios,HAS_METHODOLOGY,1.0
Paper_51,Presented experimental results of patent analysis using drone technology patents,HAS_RESULTS,1.0
Paper_51,Demonstrated the performance and validity of the proposed research methodology,HAS_RESULTS,1.0
Paper_52,Technologies and technological capabilities are major resources for achieving competitive advantages,HAS_BACKGROUND,1.0
Paper_52,A firm's R&D effort to improve capabilities on specific technologies is aligned with its strategic direction,HAS_BACKGROUND,1.0
