Id,Label,Type,Full_Text
Paper_36,This article illustrates the contribution of mobil...,Paper,"This article illustrates the contribution of mobile inventors and networks of inventors to&#13;\nthe diffusion of knowledge across firms and within cities or states. It is based upon an&#13;\noriginal data set on US inventors’ patent applications at the European Patent Office,&#13;\nin the fields of drugs, biotechnology and organic chemistry. The study combines the&#13;\nmethodology originally proposed by Jaffe et al. (1993, Quarterly Journal of Economics,&#13;\n108: 577–598) with tools from social network analysis, in order to evaluate extent of&#13;\nthe localization of knowledge flows, as measured by patent citations. After controlling&#13;\nfor inventors’ mobility and for the resulting co-invention network, the residual effect of&#13;\nspatial proximity on knowledge diffusion is found to be greatly reduced. We argue that&#13;\nthe most fundamental reason why geography matters in constraining the diffusion of&#13;\nknowledge is that mobile researchers are not likely to relocate in space, so that their&#13;\nco-invention network is also localized. In the light of these results, we revisit common&#13;\ninterpretations of localized knowledge flows as externalities."
Paper_37,"With the emergence of smartphones, the paradigm of...",Paper,"With the emergence of smartphones, the paradigm of the mobile ecosystem has changed rapidly. In particular, global mobile firms focus on technological competition when jostling for market position in recognition of the strategic need to secure a strong mobile platform. In this paper, we analyse the network structure of technological knowledge flows in mobile ecosystems using US patent citation information. We find that two subsectors, platform providers and application and software providers, are at the centre of knowledge exchange activity and play a brokerage role as the key knowledge mediator. Then, we categorise mobile firms into five different groups based on the patterns of their network centrality: knowledge keystone players, knowledge-distributing mediators, knowledge-absorbing mediators, catch-up players, and pure knowledge receivers. The categorisation of firms demonstrates that knowledge flows in the mobile industry converge towards a few leading firms, and such patterns are shaping the mobile ecosystem with respect to technological knowledge. The firms categorised as catch-up players have played a brokerage role within their group, while the firms categorised as knowledge keystone players play a brokerage role across different groups."
Paper_38,Purpose The purpose of this paper is to investigat...,Paper,"Purpose The purpose of this paper is to investigate the relational dynamics for innovation and, in particular, the impact of the openness of innovation process on the innovation capacity of organisations in restricted geographical contexts. Design/methodology/approach Through a negative binomial regression, the work analyses how the characteristics of the openness of the organisation’s innovation process in the period 2004-2010 influence the firm’s patent productivity in the following period (2011-2016). Findings The breadth of the open innovation (OI) process, here measured by the number of external network ties that an organisation realises for the realisation of its patents, has a positive effect on patent productivity. The depth of the openness, that is, the intensity of external network ties, has an equally positive influence on the innovative performance. However, after a tipping point, the patent productivity tends to decrease, underlining the costs and problems of OI practices. Research limitations/implications This study considers only patent collaborations in the city of Florence. Therefore, it focusses on codified innovations and on a single territorial case study. Practical implications The results underline the importance of the adoption of OI practices in restricted geographical contexts (such as cities, clusters or industrial districts) but with several limitations. Only collaborating more with others does not foster the organisation’s invention productivity, but different types of evidence are found here. Originality/value An original database has been created, containing all the information on patents realised in the area of Florence from 2004 until 2016, and a social networks analysis was applied to identify the local innovation networks."
Paper_39,The purpose of this study is to explore the techno...,Paper,"The purpose of this study is to explore the technological cooperation structure of Ulsan through the analysis of the technological cooperation network.This study analyzed the network of patent applicants filed in Ulsan for 10 years from 2012 to 2021.The study conducted frequency analysis of patent networks to identify major applicants and key technology in Ulsan.The result showed patent applications have been rapidly expanding to universities and individuals, which increases the diversity of industries and technologies in the region.Especially, the study investigated co-occurrence patterns of patent applicants over time to examine collaboration trends in Ulsan.The result showed Collaborative Activities of Industry-University-Research have not yet been extensively expanded.Moreover, there is a tendency to collaborate with applicants outside the region rather than within the region.However, the local environment for technical cooperation has improved, and small-scale cooperation has recently been on the rise.In particular, local universities are not only the core of knowledge production and distribution, but also central to cooperative activities for the effective production and distribution of knowledge."
Paper_40,Biorefineries are modern mechanisms used for produ...,Paper,"Biorefineries are modern mechanisms used for producing value-added products and biofuels from different biomass sources. However, a crucial challenge is to achieve a sustainable model for their adequate implementation. Challenges related to technical efficiency and economic feasibility are two of the most relevant problems. Therefore, the present study sought to determine the current trends in basic research and technological development around biorefining and sustainability. We carried out a co-occurrence analysis and a patent analysis using data obtained from the Scopus and Lens databases to provide a general overview of the current state of this area of knowledge. The co-occurrence analysis intends to provide an overview of biorefining and sustainability based on terms associated with these two concepts as a starting point to determine the progress and existing challenges of the field. The results of the patent analysis consisted in identifying the main technological sectors, applicants, and territories where inventions associated with biorefining are registered. The analysis of the information showed that bioeconomy, techno-economic aspects, circular economy, technical issues associated with biomass production, and biofuels represent the focal point of basic research in a wide range of disciplines. Technology development is focused on fermentation, enzymes, and microorganisms, among other areas, which shows the validity of these traditional techniques in addressing the problems faced by the bioeconomy. This scenario shows that developed economies are the driving force behind this area of knowledge and that the PCT system is fundamental for the protection and commercialization of these inventions in places different from where they originated. Furthermore, the challenge lies in learning to work in alternative and complementary technological sectors, beyond microbiology and enzyme applications, in pursuit of the sector’s technical and economic feasibility."
Paper_41,It is important for policymakers and industry prac...,Paper,"It is important for policymakers and industry practitioners to understand the factors that influence the evolution of a technology’s knowledge base, i.e., its knowledge trajectory. The literature on the evolution of technologies and their underlying knowledge bases suggests that technological innovation takes place in an incremental and cumulative manner along certain trajectories. We extend this literature by not only focusing on the influence of the design hierarchy on the evolution of knowledge, but also the influence of emergence of use environments. We focus on the case of lithium-ion battery (LIB) technology from 1970 to 2018. We use a dataset of 101,620 patent families to identify and analyze the LIB industry’s core knowledge trajectory. Our results indicate that the emergence of new use environments (in particular, those that require different service characteristics as compared to older use environments) can serve as an important mechanism for increased knowledge generation at the level of the product architecture, increased product innovation, increased technological uncertainty, and increased participation of new actors in the core knowledge trajectory. We discuss implications for practitioners and policy makers interested in understanding factors that influence the relative knowledge positions of firms and nations in complex, multi-purpose technologies."
Paper_42,Introduction Management of patent ductus arteriosu...,Paper,"Introduction Management of patent ductus arteriosus (PDA) in preterm infants is one of the most controversial topics in neonatal medicine. The availability of different pharmacotherapeutic options often poses a practical challenge to the practising neonatologist as to which one to choose as a therapeutic option. Our objectives are to determine the relative merits of the available pharmacotherapeutic options for the management of PDA. Methods and Analysis We will conduct a systematic review of all randomised controlled trials evaluating the use of intravenous or oral: indomethacin, ibuprofen and acetaminophen for the treatment of PDA in preterm infants. The primary outcome is failure of closure of the PDA. Secondary outcomes are neonatal mortality, need for surgical closure, duration of ventilator support, chronic lung disease, intraventricular haemorrhage, periventricular leukomalacia, necrotising enterocolitis, gastrointestinal bleeding, time to full enteral feeds and oliguria. We will search Medline, Embase and Cochrane Central Register of Controlled Trials (CENTRAL) as well as grey literature resources. Two reviewers will independently screen titles and abstracts, review full texts, extract information, and assess the risk of bias (ROB) and the confidence in the estimate (with Grading of Recommendations Assessment, Development and Evaluation (GRADE) approach). Subgroup analysis according to gestational age, birth weight, different doses of interventions, time of administration of the first dose of the intervention, and echocardiographic definition of haemodynamically significant PDA and ROB are planned. We will perform a Bayesian network meta-analysis to combine the pooled direct and indirect treatment effect estimates for each outcome, if adequate data are available. Ethics and Dissemination The results will help to reduce the uncertainty about the safety and effectiveness of the interventions, will identify knowledge gaps or will encourage further research for other therapeutic options. Therefore, its results will be disseminated through peer-reviewed publications and conference presentations. On the basis of the nature of its design, no ethics approval is necessary for this study. Trial registration number CRD42015015797."
Paper_43,The fifth-generation (5G) network has special comm...,Paper,"The fifth-generation (5G) network has special communication and security requirements including high reliability, low latency, precise automatic control, secure covert transmission, and evidence traceability. The 5G network combined with blockchain technology just meets this demand, so it is driving a rapidly growing volume of patent applications. This study proposes application scenarios, architecture diagrams, and patent analysis methods for blockchain-based 5G network technologies, beginning with a network architecture using mobile edge computing (MEC) and blockchain as independent platform components to solve MEC load pressure. In the patent analysis, a patent cluster map of blockchain-based 5G networks is proposed to analyze the intersection of technical application fields. The bottleneck period of technological development is presented for leading countries and enterprises in the technological development of blockchain-based 5G network, highlighting relative advantages and disadvantages. Specifically, to extract the core international patent classification (IPC) key technologies and their mutual interrelatedness, we use network topology analysis to establish an IPC network topology diagram through node global and local topology characteristics, thus revealing hotspots of IPC technology research and the characteristics of the technology relationship system. The findings provide a very useful reference for the formulation of government strategy to assist in the implementation and development of blockchain-based 5G network technologies for future smart cities."
Paper_44,"In the past few years, blockchain technology has a...",Paper,"In the past few years, blockchain technology has attracted more and more attention, and it has been widely used in various fields. But there is still a lack of relevant research reports on the innovation path identification of blockchain technology from a patent perspective. By downloading a total of 14,560 patents from Derwent Innovations Index and conducting main path analysis, this paper illuminates the overall picture of the development of blockchain for experts in this domain from a technology perspective. As an objective and quantitative network-based method, main path analysis identifies important patent, structural backbone and development trajectories in the blockchain development. This provides a reference for the scientific communities to understand the current state of blockchain technology, thereby illuminating future research."
Paper_45,Although the formulation of technology policies fo...,Paper,"Although the formulation of technology policies focusing on university is a topic that has been well-discussed in academia, more analytic researches have not yet been developed. Especially, the characteristics and source of R&D funding take critical roles for academic researches to be commercialized. This study aims to investigate the differences depending on R&D funding sources - private or governmental - and to formulate the research policy based on empirical results. From a qualitative perspective, we visualize two-mode networks by linking patent and industry codes. From a quantitative perspective, we conduct ANOVA using centrality indices calculated from the network graphs. Overall, we found idiosyncratic patterns in the technology (patent) - industry networks. However, we only observed marginal differences between the two groups. Furthermore, results of the ANOVA showed a difference in closeness centrality between the two groups. We suggest the policy directions which emphasize interdisciplinary researches and strengthen technology's accessibility to industry."
Paper_46,Abstract This paper asks whether the technological...,Paper,"Abstract This paper asks whether the technological development of a nation reduces the inter‐regional hierarchy in knowledge flow. We examine two scenarios that are the alternative to each other. The first is what we call the globalization of regional innovation system/weakening of inter‐regional hierarchy scenario: As many regions develop their niches in the global economy, the national “anchor” region loses its relative importance as the importer and distributor of new knowledge, rendering the domestic inter‐regional hierarchy less significant as a result. The second scenario is the globalization of national innovation system/persistence of inter‐regional hierarchy. The nation’s traditional anchor region becomes even more active in importing technology and distributing it to other regions of the country. To test which scenario is closer to reality, we employ social network metrics to analyse inter‐regional technology diffusion networks using Chinese patent licensing data for the 1998–2013 period. Our findings support the second scenario, showing that the influence of the traditional anchor region persists in the hierarchical network structure as new cities enter the network. We found five anchor regions: the three usual suspects—Beijing, Shanghai and Shenzhen—plus two that were slightly less expected—Dongguan and Suzhou."
Paper_47,Patent citation network analysis is a useful metho...,Paper,"Patent citation network analysis is a useful method of identifying the knowledge flow of a technology from one country, institution or corporate to another. Whereas patent citation analysis involves statistical study of citations; patent citation network analysis involves the study of network and its different aspectsidentical to the parameters applied in the study of social network analysis. In the current research paper we have formed patent citation network from the rough data available for patents. Study focuses on the growth and advancement of 'Information and Communication technology' patents in India. The scope of study focuses on patents which are filed in Indian Patent Office by the Indian assignees."
Paper_48,Technology transfer refers to the transfer of pate...,Paper,"Technology transfer refers to the transfer of patents from legal holders to others through joint research, mergers and acquisitions. Transferred patents apply to IP-R&D of received companies. In particularly, companies actively carrying out technology transfer construct a patent portfolio strategy through it. Recently, companies that building patent portfolio strategy explore similar technologies to protect theirs. In past, a qualitative method has been used for the above process. However, the method consumes a lot of time and money. Therefore, in this study, we propose a method to discover patents similar to each other by using data mining. Also visualizing the patent portfolio strategy through the information of those patents. To do this, we collected Google's patents for conducting a case study. Collected patents were projected onto a semantic space through a distributed representation of documents. It then used the distance information of the projected patents to draw the network. As a result, it was possible to visualize Google's patent portfolio strategy."
Paper_49,"In recent years, assessing patent risks has attrac...",Paper,"In recent years, assessing patent risks has attracted fast-growing attention from both researchers and practitioners in studies of technological innovation. Following the existing literature on risks and intellectual property (IP) risks, we define patent risks as the lack of understanding of the distribution of patents that lead to losing a key patent, increased research and development costs, and, potentially, infringement litigation. This paper aims to propose an explorative approach to investigating patent risks in the target technology field by integrating social network analysis and patent analysis. Compared to previous research, this study makes an important contribution toward identifying patent risks in the overall technological field by employing a patent-based multi-level network model that has not appeared in existing methodologies of patent risks. In order to verify the effectiveness of this approach, we take artificial intelligence (AI) as an example. Data collected from the Derwent Innovation Index (DII) database were used to build the patent-based multi-level network on patent risks from market, technology, and assignee perspectives. The results indicate that the lack of international collaborations among assignees and industry–university–research collaboration may lead to patent collaboration risks. Regarding patent market risks, the lack of overseas patent applications, especially the lack of distribution in the main competitive markets, is a key factor. As for patent technology risks, most of the leading assignees lack awareness of the distribution in the following technological fields: industrial electric equipment, engineering instrumentation, and automotive electrics. In summary, assignees from the U.S. with first mover advantages are still powerful leaders in the AI technology field. Although China is catching up very rapidly in the total number of AI patents, the apparent patent risks under the perspectives of collaboration, market, and technology will obviously hamper the catch-up efforts of China’s AI industry. We conclude that, in practice, the proposed patent-based multi-level network model not only plays an important role in helping stakeholders in the AI technological field to prevent patent risks, find new technology opportunities, and obtain sustainable development, but also has significance for guiding the industrial development of various emerging technology fields."
Paper_50,Social network analysis attracts increasing attent...,Paper,"Social network analysis attracts increasing attention in economic geography. We claim social network analysis is a promising tool for empirically investigating the structure and evolution of inter-organizational interaction and knowledge flows within and across regions. However, the potential of the application of network methodology to regional issues is far from exhausted. The aim of our paper is twofold. The first objective is to shed light on the untapped potential of social network analysis techniques in economic geography: we set out some theoretical challenges concerning the static and dynamic analysis of networks in geography. Basically, we claim that network analysis has a huge potential to enrich the literature on clusters, regional innovation systems and knowledge spillovers. The second objective is to describe how these challenges can be met through the application of network analysis techniques, using primary (survey) and secondary (patent) data. We argue that the choice between these two types of data has strong implications for the type of research questions that can be dealt with in economic geography, such as the feasibility of dynamic network analysis."
Paper_51,Patent analysis is to analyze patent data to under...,Paper,"Patent analysis is to analyze patent data to understand target technology. Patent data contains various detailed information about the developed technology. Therefore, many studies concerning patent analysis have been carried out in the technology analysis fields. Most traditional methods for technology analysis were based on qualitative approaches such as Delphi survey. However, the patent analysis methods based on statistics and machine learning have been introduced recently. In this paper, we proposed a statistical method for quantitative patent analysis. Moreover, we selected drone technology as the target technology for patent analysis. To understand drone technology, we analyzed the patents on drone technology. We searched the patent documents related to drone technology and transformed them to structured data using text mining techniques. First, we visualized the patent keywords to identify the technological structure of a drone. Next, using Bayesian additive regression trees, we analyzed the structured patent data to construct technology scenarios for drones. To illustrate the performance and validity of our proposed research, we presented the experimental results of patent analysis using patent documents related to drone technology."
Paper_52,The aim of this paper is to propose a method to in...,Paper,"The aim of this paper is to propose a method to investigate a firm’s strategic changes. Technologies or technological capabilities are a major resource for achieving competitive advantages, so a firm’s R&amp;D effort to improve capabilities on specific technologies is aligned with strategic direction. Therefore, this research analyzes changes in R&amp;D efforts by identifying key R&amp;D personnel using patent co-inventor network and social network analysis. Based on characteristics of application and granted patents, the method analyzes current and future R&amp;D efforts and so identifies strategic changes of a firm. We conducted an empirical analysis using the patents of Samsung Electronics. Our method analyzed the current and future strategies of Samsung Electronics and the result shows clear strategic changes in their focal technologies and business."
Paper_53,There is consensus among scholars and policy maker...,Paper,"There is consensus among scholars and policy makers that knowledge is one of the key drivers of long-run economic growth. It is also clear from the literature that not all knowledge has the same value. However, too often in economic geography and cognate fields we have been obsessed with counting knowledge inputs and outputs rather than assessing the quality of knowledge produced. In this article we measure the complexity of knowledge, we map the distribution and the evolution of knowledge complexity in US cities, and we explore how the spatial diffusion of knowledge is linked to complexity. Our knowledge complexity index rests on the bimodal network models of Hidalgo and Hausmann. Analysis is based on more than two million patent records from the US Patent and Trademark Office that identify the technological structure of US metropolitan areas in terms of the patent classes in which they are most active between 1975 and 2010. We find that knowledge complexity is unevenly distributed across the United States and that cities with the most complex technological structures are not necessarily those with the highest rates of patenting. Citation data indicate that more complex patents are less likely to be cited than less complex patents when citing and cited patents are located in different metropolitan areas."
Paper_54,Small-world networks have attracted much theoretic...,Paper,"Small-world networks have attracted much theoretical attention and are widely thought to enhance creativity. Yet empirical studies of their evolution and evidence of their benefits remain scarce. We develop and exploit a novel database on patent coauthorship to investigate the effects of collaboration networks on innovation. Our analysis reveals the existence of regional small-world structures and the emergence and disappearance of giant components in patent collaboration networks. Using statistical models, we test and fail to find evidence that small-world structure (cohesive clusters connected by occasional nonlocal ties) enhances innovative productivity within geographic regions. We do find that both shorter path lengths and larger connected components correlate with increased innovation. We discuss the implications of our findings for future social network research and theory as well as regional innovation policies."
Paper_55,Abstract International technology transfer is a de...,Paper,"Abstract International technology transfer is a determinant of a country’s national revenue and economic growth. Technology exported through international technology transfer can be the factor that gives a country a competitive edge. Therefore, investigation of international technology transfer has become essential. With the role of universities in innovation changing, academic patents have increased significantly over the past 10 years. Thus, this study used academic patents involved in international technology transfer as a basis for analysis and attempted to identify technological hotspots through a technological structure network analysis. The results indicated that key technologies in academic patent–based international technology transfer networks were mainly concentrated on measurement, nanotechnology, medical technology, biotechnology, and electric digital data processing. An academic patent technological hotspot network model was established to serve as a reference for academic technology transfers as well as for governments in their promotion of emerging technologies."
Paper_56,How do national factors intersect in network forma...,Paper,"How do national factors intersect in network formation in different emerging sectors? Scholars have focused on these regarding networking phenomena: the effects of national and sectoral factors. In spite of their theoretical contributions, attempts have been neglected in identifying and/or linking the factors from both national and sectoral innovation systems within the networks. This paper examines the cross-country differences within a sector, and the cross-sectoral differences within a country, as the consequences of sectoral–national intersections. Longitudinal patent citation networks in two emerging sectors, the hydrogen energy sector and nano-tech sector have been analysed for a time period from 2004 to 2012, in four diverse developed countries. The results convey that the two sectors demonstrate significantly varied networking activities, notably influenced by national capability orientations. On the other hand, cross-country differences in networking activities are also varied by technological path dependence."
Paper_57,The objective of this study was to evaluate the ef...,Paper,"The objective of this study was to evaluate the efficacy and safety of Chinese patent medicine compared with western medicine in the treatment of Alzheimer’s disease using the Network Meta-analysis. This study retrieved relevant studies from 7 databases, and the retrieval time was from the establishment of each database to June 2022. After the screening, data extraction, and quality assessment, 47 studies were finally analyzed, involving 11 Chinese patent medicines. The results demonstrated that Chinese patent medicine intervention was superior to oral western medicine treatment in improving the patient’s condition as assessed by the Mini-mental State Examination (MMSE), Activities of Daily Living (ADL), effective rate, and Alzheimer’s Disease Assessment Scale-Cognitive section (ADAS-Cog). Particularly, the effect of Chinese patent medicine combined with western medicine intervention was prominent. Meanwhile, Chinese patent medicine intervention in AD did not significantly increase the risk of adverse reactions. The results of the Network Meta-analysis demonstrated that Chinese patent medicine combined with western medicine had statistically significant differences in the MMSE score, ADL score, effective rate, and ADAS-Cog score, compared with both western medicine alone and Chinese patent medicine alone. In terms of adverse reactions, the difference between Chinese patent medicine intervention and simple oral western medicine was statistically significant. The results of further ranking probability analysis demonstrated that Chinese patent medicine combined with western medicine intervention ranked first in terms of MMSE, ADL, effective rate, and ADAS-Cog. Additionally, oral Chinese patent medicine intervention alone ranked first in reducing adverse reactions. In the funnel plots of the MMSE, ADL, and effective rate, most studies were symmetrically distributed on both sides of the midline, where small sample effects and publication bias might exist to some extent. However, this conclusion still needs to be combined with clinical syndrome differentiation and treatment, and more large-sample, multi-center, high-quality studies are needed for further verification."
Paper_58,Interest in intellectual property and other instit...,Paper,"Interest in intellectual property and other institutions that promote innovation exploded during the 1990s. Innovation and Incentives provides a clear and wide-ranging introduction to the economics of innovation, suitable for teaching at both the advanced undergraduate and graduate levels. It will also be useful to legal and economics professionals. Written by an expert on intellectual property and industrial organization, the book achieves a balanced mix of institutional details, examples, and theory. Analytical, empirical, or institutional factors can be given different emphases at different levels of study.Innovation and Incentives presents the historical, legal, and institutional contexts in which innovation takes place. After a historical overview of the institutions that support innovation, ranging from ancient history through today's government funding and hybrid institutions, the book discusses knowledge as a public good, the economic design of intellectual property, different models of cumulative innovation, the relation of competition to licensing and joint ventures, patent and copyright enforcement and litigation, private/public funding relationships, patent values and the return on R&D investment, intellectual property issues arising from direct and indirect network externalities, and globalization. The text presents technical and abstract analysis and at the same time sheds light on current controversies and policy-relevant topics, including the difficulty of enforcing copyright in the digital age and international protection of intellectual property."
Paper_59,The development of green transportation technologi...,Paper,"The development of green transportation technologies in China has grown rapidly due to increasing concerns about climate change and environmental pollution. Collaboration innovations covering kinds of participating entities and various linked relationships have become one of the critical drivers for the transportation sector. Some researchers have analysed the collaborative innovation of scientific literature in this field. However, fewer studies have investigated the current performance of collaborative technology innovation represented by patents in the transportation sector. In this context, a research framework based on the social network analysis approach is proposed for collaboration green transportation technologies. The purpose of the research is to establish an analytical framework for the green transportation innovation network and seek the key collaboration activities and strategies. Subsequently, a collaborative innovation network based on the patent data of green transportation technologies was built and analysed. Especially, the innovation entities in the collaboration network are divided into four groups: business enterprises, individuals, universities, and research institutions, so that more detailed information in the network could be obtained. The results show that the proposed research framework based on patent data and social network analysis method helps examine the critical nodes and links in the network, as well as their types and characteristics of the collaboration network. The increasing number of green transportation technologies shows active cooperation in this field. The study also found that business enterprises node gradually plays a major role in cooperative innovation. The corresponding policy recommendations are also provided."
Paper_60,This study explores the evolutionary mechanisms of...,Paper,"This study explores the evolutionary mechanisms of the inter-firm collaborative innovation network in the Korean ICT industry, focusing on inter-firm homophily. Using firm network data based on a joint patent from 1980 to 2015, this study reveals that firms participate in collaborative innovation primarily to complement their technological resources. Also, the collaborative innovation network among Korean ICT firms has evolved mainly by homophily mechanisms and has limited expandability. The findings suggest that the government can promote SMEs’ participation in collaborative innovation by concentrating on supporting the development of technological capabilities."
Paper_61,Technology standards are considered important tool...,Paper,"Technology standards are considered important tools for increasing bargaining power and licensing revenues by combining the strategies of firms with the standard-setting organizations (SSOs) standardization processes. The essential patents declared by members of the SSOs play a critical role in such standardization processes. Some former researchers have found that, when using network analysis for measuring the knowledge positions in the “main-path” of standards-based markets, the essential patents did not match very well with the actual knowledge positions of the firms, in most cases. In this paper, we focus on the essential patents declared by the member firms in JTC1, an SSO that provides a standards development environment related to the development of the worldwide information and communication technology (ICT) standards for business and consumer applications, and that employs social network analysis techniques to investigate the knowledge positions of the patents, not only in the “main-path” discussed in the earlier literature, but also in the brokerage processes. We found that the brokerage-process approach helped us to better understand the roles of the essential patents that dominate transactions, relations, and the exchange of knowledge in the patent citation network than that of the main-path. Our findings suggest that claiming essentiality depends on the strategic behavior not only of the patents’ owners, but also of the SSOs."
Paper_62,Patent transactions have received considerable att...,Paper,"Patent transactions have received considerable attention in the current technology transfer strategy. Patent transaction markets involve two major factors: 1) the market power of transactional negotiation and 2) the technological connections of an industry. This article explored the strategic intentions within the transaction market. This article examines the thin film transistor liquid crystal display patents in the United States Patent and Trademark Office database from 2002 to 2012 to identify patent transactions. By using social network analysis, this article measures market status and industrial constraints. The results show that patent transaction markets are highly structured, a core stratum controls most transactions. Major transactors demonstrate various value propositions and constitute four transactional typologies. The findings, which encapsulate the essence of technology or knowledge transfer markets, are relevant to strategic deployment for acquiring competitiveness."
Paper_63,Existing studies find that exploratory innovation ...,Paper,"Existing studies find that exploratory innovation requires both access to heterogeneous resources for the establishment of novel knowledge combinations and high-quality cooperation to strengthen the absorption of heterogeneous knowledge. Therefore, structural holes and prominent positions exert critical effects on exploratory innovation. Few existing studies have investigated the influences of the two positions on exploratory innovation simultaneously. This study aims to identify the influence of network positions on exploratory innovation and the contingency mechanism. Basing on joint patent filing relationships identification belong to IPC Green Inventory, R&amp;D collaboration networks in China consisted of 215 firms in the technological field of low-carbon energy were constructed. Negative binomial regression was used to analyse the influences of networks positions on exploratory innovation and the moderating effect of network density. Results reveal that network prominence and structural holes have inverted U-shaped effects on exploratory innovation. The simultaneous occupation of prominent positions and structural holes hinders exploratory innovation. Network density exerts positive and negative effects on the relationships between network prominence and exploratory innovation and between structural holes and exploratory innovation, respectively. The conclusions drawn in this study provide a reference for R&amp;D network structural optimization toward exploratory innovation."
Paper_64,"At present, artificial intelligence (AI) contribut...",Paper,"At present, artificial intelligence (AI) contributes to most technological fields. AI has also been introduced in the disaster area to replace humans and contribute to the prevention of disasters and the minimization of damages. So, it is necessary to analyze disaster AI in order to effectively make use of it. In this paper, we analyze the patent documents related to disaster AI technology. We propose Bayesian network modeling and factor analysis for the technology analysis of disaster AI. This is based on probability distribution and graph theory. It is also a statistical model that depends on multivariate data analysis. In order to show how the proposed model can be applied to a real problem, we carried out a case study to collect and analyze the patent data related to disaster AI."
Paper_65,The blockchain is a technology with high growth po...,Paper,"The blockchain is a technology with high growth potential that increases social benefits by streamlining procedures, reducing costs, and innovating the way we work. Considering the growth potential of blockchain technologies, countries around the world are attempting to graft into various fields such as finance, logistics, and healthcare, and actively promoting technology development. Tracing and analyzing the developmental trajectories of blockchain technology can give great insight for RD direction and strategies. We developed an improved knowledge persistence-based main path approach to identify technological trajectories of the blockchain technology. In addition, future technological directions for each sub-technology under blockchain technology were identified by the knowledge unconventionality metric. The results show that the blockchain technology can be divided into five sub-technologies, and each sub-technology has evolved with high technological interactions among other sub-technologies. Based on the last knowledge streams of the main paths, this paper suggests potential future directions for each sub-technology in the blockchain technology."
Paper_66,Purpose This paper aims to forecast the future dev...,Paper,"Purpose This paper aims to forecast the future development of UIC technology according to the changes of IPC in different time periods. The findings also provide a theoretical basis for the UIC policymakers of energy-saving environmental protection industry. Design/methodology/approach The present study will take energy-saving technology as an example, through using a two-mode network analysis method to build the four-stage IPC code UIC innovation-technology network, researching UIC innovation network applicant heterogeneity, UIC technology network and technology relevance. Findings Through the establishment of UIC innovation-technology two-mode network, namely, applicant node CN and IPC node TN, this paper analyzes the important applicants, focal technologies, correlation of focal technologies and the development trends of energy saving technology in the future by using the related theories and methods of two-mode network. Originality/value At present, only about 11% of energy-saving enterprises in China have R&amp;D activities. The government needs to implement top-level design, improve industrial policies, strengthen investment in technology R&amp;D and build a platform for technological innovation in energy-saving industries to support the R&amp;D of common and key technologies in energy-saving industries."
Paper_67,Blockchain has been regarded as an emerging global...,Paper,"Blockchain has been regarded as an emerging global phenomenon in the field of new technologies. However, the existing literature still lacks descriptions of the cooperation characteristics and innovation landscape of blockchain. This study uses the social network analysis method to compare the development of blockchain technology and technological collaboration in China and in the United States based on patent data. Our analyses suggest that the number of blockchain patent applications in China is increasing rapidly due to the Chinese Government developing consistent national strategies for blockchain technology. In all, both countries have notable agglomerations in a few geographical areas or cities. However, the university or enterprise block in the United States has broader and deeper cooperation, unlike the Chinese university or enterprise block, which is more inclined to cooperate within blocks and has more isolated blocks. Lastly, there are various patent attributes-influencing factors behind the importance of node cooperation. The results show that the degree of cooperation of cooperative inventors or important patents is greater in China’s cooperation network, while in the United States, the influence of enterprises rather than universities or individuals is greater."
Paper_68,"With the development of 5G, mobile communication, ...",Paper,"With the development of 5G, mobile communication, and optical communication technologies, semiconductor optical amplifiers (SOAs) have become an important research topic. However, most SOA-related studies have focused on a technical discussion or market research but have failed to indicate the critical SOA technologies and the SOA technology development trends. Therefore, this study analyzes SOA patents and constructs a technology network for SOA patents. The results indicate that the critical SOA technologies are mainly used in lasers, semiconductor lasers, light guides, electromagnetic wave transmission communication other than radio-wave communication, and devices controlling light sources. Among the five critical SOA technologies, lasers (H01S3) account for the highest percentage at 22.21%. Consequently, the critical technologies do not focus on specific technology fields but have characteristics of multiple technology fields. In addition, considerable development has occurred in semiconductor lasers in recent years. Finally, patentee analysis indicates that for SOA technologies, the public sector and academia play relatively weak roles in early technology development or following technology development. However, with the rapid development of mobile communication and optical communication, the government of each country can consider investing additional R&amp;D funds and resources in the future. This study constructs a network model for patent technologies to explore the development tendencies for SOA technologies. This model can be used as a reference for R&amp;D resource management and the promotion of new technologies."
