Id,Label,Type
"Six innovative logistics technologies were forecasted, matching roadmaps published by multiple countries.","Six innovative logistics technologies were forecasted, matching roadmaps published by multiple countries.",Results
The approach provides reliable data for R&D strategy formulation and technology‑roadmap development in smart logistics.,The approach provides reliable data for R&D strategy formulation and technology‑roadmap development in smart logistics.,Results
Identified an anti‑software‑patent coalition that was successfully mobilized and captured key framing devices.,Identified an anti‑software‑patent coalition that was successfully mobilized and captured key framing devices.,Results
Showed that the well‑organized pro‑software‑patent coalition failed to achieve discourse sovereignty.,Showed that the well‑organized pro‑software‑patent coalition failed to achieve discourse sovereignty.,Results
"Demonstrated that previously hidden cleavage lines and alignments become measurable across actors, claims, and their interaction.","Demonstrated that previously hidden cleavage lines and alignments become measurable across actors, claims, and their interaction.",Results
The proposed Bayesian network method successfully captured technological associations and demonstrated effective performance in the BMW patent case study.,The proposed Bayesian network method successfully captured technological associations and demonstrated effective performance in the BMW patent case study.,Results
30 RCTs (2602 patients) involving seven oral Chinese patent medicines were analyzed.,30 RCTs (2602 patients) involving seven oral Chinese patent medicines were analyzed.,Results
Bazhen granule + chemotherapy ranked highest for clinical efficacy and reducing gastrointestinal reactions; Xiao’aiping tablet + chemotherapy ranked best for improving performance status; Zhenqi Fuzheng granule + chemotherapy ranked best for lowering leucopenia incidence.,Bazhen granule + chemotherapy ranked highest for clinical efficacy and reducing gastrointestinal reactions; Xiao’aiping tablet + chemotherapy ranked best for improving performance status; Zhenqi Fuzheng granule + chemotherapy ranked best for lowering leucopenia incidence.,Results
"Due to limited data for Bazhen granule, Cinobufacin capsule + chemotherapy is recommended for efficacy, Xiao’aiping tablet for quality of life, and Zhenqi Fuzheng (and Bazhen) granules for safety; findings need confirmation by higher‑quality RCTs.","Due to limited data for Bazhen granule, Cinobufacin capsule + chemotherapy is recommended for efficacy, Xiao’aiping tablet for quality of life, and Zhenqi Fuzheng (and Bazhen) granules for safety; findings need confirmation by higher‑quality RCTs.",Results
"Combination therapy (oral Chinese patent medicines + TACE) outperformed TACE alone in effective rate, 1‑year and 2‑year survival, KPS score improvement, and reduced adverse events.","Combination therapy (oral Chinese patent medicines + TACE) outperformed TACE alone in effective rate, 1‑year and 2‑year survival, KPS score improvement, and reduced adverse events.",Results
"Ranking identified Shenyi Capsules, Cidan Capsules, Pingxiao Capsules, Huaier Granules, and Huisheng Oral Liquid as the most effective for respective outcomes.","Ranking identified Shenyi Capsules, Cidan Capsules, Pingxiao Capsules, Huaier Granules, and Huisheng Oral Liquid as the most effective for respective outcomes.",Results
Overall evidence quality is low; conclusions require confirmation by high‑quality future trials.,Overall evidence quality is low; conclusions require confirmation by high‑quality future trials.,Results
"Solo inventors, especially unaffiliated ones, are less likely to achieve breakthroughs and more likely to produce poor inventions.","Solo inventors, especially unaffiliated ones, are less likely to achieve breakthroughs and more likely to produce poor inventions.",Results
"Collaboration's impact exceeds a simple upward mean shift, affecting the distribution tails differently.","Collaboration's impact exceeds a simple upward mean shift, affecting the distribution tails differently.",Results
Experience diversity and external networks partly mediate the effect; diversity trims poor outcomes more than it boosts breakthroughs.,Experience diversity and external networks partly mediate the effect; diversity trims poor outcomes more than it boosts breakthroughs.,Results
"Identified core, highlighted, and emerging themes in gene‑editing technology.","Identified core, highlighted, and emerging themes in gene‑editing technology.",Results
"Found that development is constrained by ethical, legal, and cellular‑pollution concerns.","Found that development is constrained by ethical, legal, and cellular‑pollution concerns.",Results
Suggested future research will focus on improving safety and efficiency of gene‑editing technologies.,Suggested future research will focus on improving safety and efficiency of gene‑editing technologies.,Results
The largest subgroup exhibits small‑world network characteristics.,The largest subgroup exhibits small‑world network characteristics.,Results
The overall network structure contains defects that hinder open innovation development.,The overall network structure contains defects that hinder open innovation development.,Results
Strategic suggestions for enhancing open innovation are offered for policymakers and firms.,Strategic suggestions for enhancing open innovation are offered for policymakers and firms.,Results
The WTE innovation network exhibits scale‑free characteristics with a few organizations linking to many others.,The WTE innovation network exhibits scale‑free characteristics with a few organizations linking to many others.,Results
Major actors are early movers that continue to dominate technological trajectories.,Major actors are early movers that continue to dominate technological trajectories.,Results
"Collaborations have shifted toward higher multidisciplinary integration and larger technological distances, indicating a young industry with strong regime dependence.","Collaborations have shifted toward higher multidisciplinary integration and larger technological distances, indicating a young industry with strong regime dependence.",Results
"Jinshuibao capsule + ACEI/ARB achieved the highest total effective rate and significantly reduced 24‑h urinary protein, urine microalbumin, serum creatinine, and HbA1c.","Jinshuibao capsule + ACEI/ARB achieved the highest total effective rate and significantly reduced 24‑h urinary protein, urine microalbumin, serum creatinine, and HbA1c.",Results
Huangkui capsule + ACEI/ARB showed superior reduction of blood urea nitrogen and also improved effective rate.,Huangkui capsule + ACEI/ARB showed superior reduction of blood urea nitrogen and also improved effective rate.,Results
Bailing capsule + ACEI/ARB was associated with a lower incidence of adverse reactions.,Bailing capsule + ACEI/ARB was associated with a lower incidence of adverse reactions.,Results
Applied the approach to the semiconductor industry and identified potential R&D partners for a large firm.,Applied the approach to the semiconductor industry and identified potential R&D partners for a large firm.,Results
"Demonstrated a systematic, analytic method for creating effective large‑firm/SME partnerships.","Demonstrated a systematic, analytic method for creating effective large‑firm/SME partnerships.",Results
Strategic balancing of network position enhances tacit knowledge recombination and transmission among knowledge‑based actors.,Strategic balancing of network position enhances tacit knowledge recombination and transmission among knowledge‑based actors.,Results
Improved network positioning positively influences technical innovation performance and competitiveness of PI firms.,Improved network positioning positively influences technical innovation performance and competitiveness of PI firms.,Results
Findings highlight the boundary‑spanning mechanism as a critical driver of knowledge exchange in patent‑intensive environments.,Findings highlight the boundary‑spanning mechanism as a critical driver of knowledge exchange in patent‑intensive environments.,Results
"Revealed application trends, key technical domains, and dominant organizations in the 5G sector.","Revealed application trends, key technical domains, and dominant organizations in the 5G sector.",Results
Identified the network’s structural characteristics and critical nodes within the citation graph.,Identified the network’s structural characteristics and critical nodes within the citation graph.,Results
Demonstrated the flow of 5G technological knowledge among organizations using the O‑I index.,Demonstrated the flow of 5G technological knowledge among organizations using the O‑I index.,Results
Validated an analytical framework that can be transferred to patent analyses in other technological fields.,Validated an analytical framework that can be transferred to patent analyses in other technological fields.,Results
Multiple patent coupling networks were generated and interpreted.,Multiple patent coupling networks were generated and interpreted.,Results
The case study illustrated how the method clarifies trends and actors in 3D‑printing democratization.,The case study illustrated how the method clarifies trends and actors in 3D‑printing democratization.,Results
Identified key technological knowledge areas and how they are interconnected across fields.,Identified key technological knowledge areas and how they are interconnected across fields.,Results
Revealed dynamic evolution patterns indicating trends in generic technology development at a macroscopic level.,Revealed dynamic evolution patterns indicating trends in generic technology development at a macroscopic level.,Results
Observed that the detected network changes coincide with real‑world technological shifts.,Observed that the detected network changes coincide with real‑world technological shifts.,Results
The data‑driven model achieves performance comparable to a rule‑based expert system baseline.,The data‑driven model achieves performance comparable to a rule‑based expert system baseline.,Results
It overcomes certain constraints inherent to rule‑based systems and hybrid ML approaches.,It overcomes certain constraints inherent to rule‑based systems and hybrid ML approaches.,Results
Demonstrates a promising first step toward comprehensive computational retrosynthetic analysis.,Demonstrates a promising first step toward comprehensive computational retrosynthetic analysis.,Results
Model significantly speeds up patent search while maintaining accuracy,Model significantly speeds up patent search while maintaining accuracy,Results
"Enables quick, comprehensive retrieval of the same or equivalent patents","Enables quick, comprehensive retrieval of the same or equivalent patents",Results
Improves efficiency and accuracy of patent infringement detection,Improves efficiency and accuracy of patent infringement detection,Results
The reinforcement‑learning ranking method outperformed the classical PageRank algorithm.,The reinforcement‑learning ranking method outperformed the classical PageRank algorithm.,Results
Identified clear patterns in the dynamics of the patent citation network.,Identified clear patterns in the dynamics of the patent citation network.,Results
Recognized that further work is needed to detail these patterns and enable predictions for emerging technologies.,Recognized that further work is needed to detail these patterns and enable predictions for emerging technologies.,Results
Two portfolio matrices were created to assist firms in managing and strategizing around technological convergence.,Two portfolio matrices were created to assist firms in managing and strategizing around technological convergence.,Results
OCPMs + WM outperformed WM alone across multiple endpoints; QSYQ + WM ranked highest for clinical effectiveness (98.12%) and ECG improvement (94.21%).,OCPMs + WM outperformed WM alone across multiple endpoints; QSYQ + WM ranked highest for clinical effectiveness (98.12%) and ECG improvement (94.21%).,Results
"QLQX + WM showed the greatest reduction in weekly angina frequency (rank 100%), while KXQW + WM most reduced attack duration (rank 95.71%).","QLQX + WM showed the greatest reduction in weekly angina frequency (rank 100%), while KXQW + WM most reduced attack duration (rank 95.71%).",Results
TXL + WM achieved the best nitroglycerin‑use reduction (rank 82.12%); DL + WM lowered cardiovascular event rates most (rank 73.94%); SSYX + WM had the lowest adverse‑reaction rate (1.14%).,TXL + WM achieved the best nitroglycerin‑use reduction (rank 82.12%); DL + WM lowered cardiovascular event rates most (rank 73.94%); SSYX + WM had the lowest adverse‑reaction rate (1.14%).,Results
"Successfully generated CP net data revealing key contexts (batteries, power‑transmission coils, cores) linked to principal problems (maximizing coupling efficiency, minimizing DC signal components, charging batteries).","Successfully generated CP net data revealing key contexts (batteries, power‑transmission coils, cores) linked to principal problems (maximizing coupling efficiency, minimizing DC signal components, charging batteries).",Results
"Provided actionable insights for researchers, corporations, and market stakeholders and demonstrated applicability across technology domains.","Provided actionable insights for researchers, corporations, and market stakeholders and demonstrated applicability across technology domains.",Results
"Patent centrality is negatively related to market value after controlling for citation counts, indicating that centrality captures unique patent attributes.","Patent centrality is negatively related to market value after controlling for citation counts, indicating that centrality captures unique patent attributes.",Results
"Patents in patent pools exhibit lower centrality, suggesting the metric can detect holdup and complementarity among competing rights.","Patents in patent pools exhibit lower centrality, suggesting the metric can detect holdup and complementarity among competing rights.",Results
Citation‑based communities contain more information than traditional classifications and can identify technological shifts earlier than the official classification system.,Citation‑based communities contain more information than traditional classifications and can identify technological shifts earlier than the official classification system.,Results
Ranking of total effective rate for angina symptom improvement: Shenshao Capsules > Naoxintong Capsules > Ginkgo Ketone Ester Dripping Pills > Compound Danshen Dripping Pills > Ginkgo Leaf Tablets > Shexiang Baoxin Pills > Tongxinluo Capsules > Yindan Xinnaotong Soft Capsules.,Ranking of total effective rate for angina symptom improvement: Shenshao Capsules > Naoxintong Capsules > Ginkgo Ketone Ester Dripping Pills > Compound Danshen Dripping Pills > Ginkgo Leaf Tablets > Shexiang Baoxin Pills > Tongxinluo Capsules > Yindan Xinnaotong Soft Capsules.,Results
Ranking of total effective rate for ECG curative effect: Ginkgo Ketone Ester Dripping Pills > Compound Danshen Dripping Pills > Tongxinluo Capsules > Shenshao Capsules > Shexiang Baoxin Pills > Yindan Xinnaotong Soft Capsules.,Ranking of total effective rate for ECG curative effect: Ginkgo Ketone Ester Dripping Pills > Compound Danshen Dripping Pills > Tongxinluo Capsules > Shenshao Capsules > Shexiang Baoxin Pills > Yindan Xinnaotong Soft Capsules.,Results
"Chinese patent medicines combined with conventional therapy improve clinical efficacy of unstable angina, but the ranking order requires further verification due to variability in study quantity and quality.","Chinese patent medicines combined with conventional therapy improve clinical efficacy of unstable angina, but the ranking order requires further verification due to variability in study quantity and quality.",Results
"Included 160 RCTs (13,365 patients); UCG showed the greatest reduction in urinary albumin excretion rate (MD = ‑47, SUCRA = 98%).","Included 160 RCTs (13,365 patients); UCG showed the greatest reduction in urinary albumin excretion rate (MD = ‑47, SUCRA = 98%).",Results
"CXC achieved the highest overall response rate (RR = 1.3, SUCRA = 91.9%); SSNT yielded the best serum creatinine reduction (MD = ‑19, SUCRA = 99.3%) and lowest adverse‑effect rate (RR = 0.46, SUCRA = 82.9%).","CXC achieved the highest overall response rate (RR = 1.3, SUCRA = 91.9%); SSNT yielded the best serum creatinine reduction (MD = ‑19, SUCRA = 99.3%) and lowest adverse‑effect rate (RR = 0.46, SUCRA = 82.9%).",Results
BLC was most effective for lowering 24‑h urinary total protein (MD = ‑170) and triglycerides (MD = ‑0.89); TG demonstrated the highest cost‑effectiveness among the CPMs.,BLC was most effective for lowering 24‑h urinary total protein (MD = ‑170) and triglycerides (MD = ‑0.89); TG demonstrated the highest cost‑effectiveness among the CPMs.,Results
Introduces a social‑network‑analysis based thinking mode for companies to evaluate patents.,Introduces a social‑network‑analysis based thinking mode for companies to evaluate patents.,Results
"Offers a more rational, dynamic‑development‑oriented approach to patent‑value evaluation.","Offers a more rational, dynamic‑development‑oriented approach to patent‑value evaluation.",Results
Establishes an effective early‑warning mechanism for potential patent litigation.,Establishes an effective early‑warning mechanism for potential patent litigation.,Results
Peroral Chinese patent medicines combined with conventional therapy showed superior efficacy to conventional therapy alone.,Peroral Chinese patent medicines combined with conventional therapy showed superior efficacy to conventional therapy alone.,Results
Ranking of treatments: (1) VAS reduction – Dan'e Fukang Plaster > Xuefu Zhuyu Capsules > Gongliuxiao Capsules; (2) CA125 reduction – Xiaojin Capsules > Shaofu Zhuyu Granules > Dan'e Fukang Plaster; (3) Estradiol reduction – Gongliuxiao Capsules > Xiaojin Capsules > Sanjie Zhentong Capsules; (4) Recurrence rate – Guizhi Fuling Capsules > Xuefu Zhuyu Capsules > Dan'e Fukang Plaster.,Ranking of treatments: (1) VAS reduction – Dan'e Fukang Plaster > Xuefu Zhuyu Capsules > Gongliuxiao Capsules; (2) CA125 reduction – Xiaojin Capsules > Shaofu Zhuyu Granules > Dan'e Fukang Plaster; (3) Estradiol reduction – Gongliuxiao Capsules > Xiaojin Capsules > Sanjie Zhentong Capsules; (4) Recurrence rate – Guizhi Fuling Capsules > Xuefu Zhuyu Capsules > Dan'e Fukang Plaster.,Results
"Overall evidence quality was low; larger, high‑quality clinical trials are needed.","Overall evidence quality was low; larger, high‑quality clinical trials are needed.",Results
Structural features of the patent co‑ownership network were identified and described.,Structural features of the patent co‑ownership network were identified and described.,Results
Network visualizations and metrics reveal patterns of collaboration across organizations and regions.,Network visualizations and metrics reveal patterns of collaboration across organizations and regions.,Results
The research procedure for constructing and analyzing such networks was discussed.,The research procedure for constructing and analyzing such networks was discussed.,Results
"27 RCTs involving 11 CPMs showed that CPMs combined with NBZDs were superior to NBZDs alone in effective rate, PSQI improvement, overall safety, and reduction of dizziness, headache, and fatigue.","27 RCTs involving 11 CPMs showed that CPMs combined with NBZDs were superior to NBZDs alone in effective rate, PSQI improvement, overall safety, and reduction of dizziness, headache, and fatigue.",Results
"Network meta‑analysis identified top three optimal regimens for each outcome (e.g., NBZDs + Shugan Jieyu Capsules for effective rate).","Network meta‑analysis identified top three optimal regimens for each outcome (e.g., NBZDs + Shugan Jieyu Capsules for effective rate).",Results
"Despite positive findings, the overall low methodological quality of included trials warrants confirmation by higher‑quality studies.","Despite positive findings, the overall low methodological quality of included trials warrants confirmation by higher‑quality studies.",Results
